Date,Weekday,Hour,Demand,B,C,D,E,F,G,H,Apv,Bpv,Cpv,Dpv,Epv,Fpv,Gpv,Hpv,DA,Price,Signal,reg_ccp,reg_pcp
7/1/2017,Weekend,0,632.88,843.3000000000001,372,447,404.28,180.63,686.16,1017.45,0,0,0,0,0.0169293,0,0,0,21.05,22.770001,-0.55922865,4.19,0.14
7/1/2017,Weekend,1,546.84,730.26,426,359.4,402.11,310.77,839.34,1078.02,0,0,0,0,0.0135434,0,0,0,20.87,22.95,-0.591062137,7.61,0.15
7/1/2017,Weekend,2,494.46,694.08,381.6,298.8,414.43,421.02,850.32,1071.54,0,0,0,0,0.0169293,0,0,0,19.94,20.45,-0.608815427,4.34,0
7/1/2017,Weekend,3,541.08,653.94,367.8,374.4,414.01,406.98,830.88,980.28,0,0,0,0,0.0169293,0,0,0,18.96,19.8,-0.573308846,4.43,0.14
7/1/2017,Weekend,4,533.6999999999999,636.48,393.6,318.6,407.4499999999999,468.9,515.88,956.2499999999999,0,0,0,0,0.0135434,0,0,0,18.43,18.78,-0.49862259,10.47,0.11
7/1/2017,Weekend,5,519.12,647.6400000000001,516.6,599.4,388.47,455.94,823.86,1015.65,0,0,0,0,0.0169293,0,0,0,18.36,17.63,0.1585552494643405,22.85,1.22
7/1/2017,Weekend,6,618.48,726.3,786.5999999999999,998.4000000000001,412.34,421.74,812.5200000000001,1053.99,0.8137019999999999,0,0.8959860000000001,0.45045,0.521422,0.626384,0,0.768283,18.27,20.81,0.2996632996632997,5.02,0.76
7/1/2017,Weekend,7,725.76,856.08,1057.2,1212,469.3,446.67,687.42,1085.13,6.428520000000001,5.12126,5.5004,5.49713,4.06642,5.535880000000001,7.1269599999999995,3.63924,20.06,21.609999,0.3970003060912153,6.41,0.56
7/1/2017,Weekend,8,774.72,890.9999999999999,1236.6,1182.6,502.0599999999999,384.21,445.6800000000001,1078.74,14.279,12.7125,15.413599999999999,11.972100000000001,11.0311,14.755600000000001,17.439,10.1237,21.57,22.38,0.3648607284970922,5.58,2.99
7/1/2017,Weekend,9,688.1400000000001,877.68,1143,940.8,498.35,467.91,376.92,1129.77,25.0328,21.8375,29.1073,20.954900000000002,22.0758,35.3789,28.2202,24.2947,23.57,25.72,0.292623202,9.08,2.46
7/1/2017,Weekend,10,637.3799999999999,848.7,940.1999999999999,874.8,492.69,442.44,387.54,1102.59,39.3983,33.818400000000004,42.5454,36.0851,33.4929,46.1967,44.8611,39.3956,25.89,29.869999,0.3094582185491279,23.73,2.04
7/1/2017,Weekend,11,626.76,858.0600000000001,1249.2,874.2,381.49,390.24,376.38,917.5500000000001,43.4587,51.6052,50.558499999999995,53.0859,43.4948,60.217499999999994,59.8617,50.236200000000004,28.15,29.82,0.2430364248546066,35.47,1.59
7/1/2017,Weekend,12,630.5400000000001,857.7,1332.6,909,397.33,204.66,322.92,894.4200000000001,46.8298,55.4243,52.5634,55.9443,50.263099999999994,65.3065,57.3239,66.85170000000001,29.08,64.359999,0.2301805938169577,104.24,1.35
7/1/2017,Weekend,13,669.9599999999999,865.26,1559.4,903,473.69,396.27,372.42,1071.36,50.1927,50.9944,49.5806,49.9148,50.7337,67.5547,55.12519999999999,63.819,30.54,39.83,0.1585552494643405,24.98,0.54
7/1/2017,Weekend,14,610.5600000000001,869.5799999999999,1373.4,1002,468.11,517.5,355.14,992.4300000000001,51.42809999999999,43.5173,44.5503,44.1474,45.7125,59.685900000000004,59.0774,62.8411,31.42,43.39,-0.634527089,9.02,1.33
7/1/2017,Weekend,15,611.64,866.34,1141.8,1021.8,509.84,419.49,375.12,950.9399999999999,49.0736,48.8801,35.8902,45.1941,23.9922,47.845600000000005,63.9748,65.1901,33.32,32.77,-0.593204775,3.45,1.14
7/1/2017,Weekend,16,624.4200000000001,890.1000000000001,1076.4,884.4,497.8,365.49,279.72,984.51,40.0904,31.016199999999998,44.627300000000005,30.707600000000003,15.9542,47.6391,52.375099999999996,53.004200000000004,35.51,30.72,-0.585858586,3.8,1.25
7/1/2017,Weekend,17,658.26,910.8000000000001,1159.2,843,499.21,365.94,138.78,999.1800000000001,30.3233,26.693599999999996,25.521700000000003,26.5536,12.5548,28.2144,46.693400000000004,43.487,33.86,54.12,-0.485460667,37.21,1.04
7/1/2017,Weekend,18,770.58,983.7,1162.2,880.2,422.92,415.71,137.16,1043.46,20.2561,19.938,17.1859,18.8812,9.5312,20.9788,39.2822,23.217599999999997,31.29,51.37,0.1848790939700029,34.71,1.07
7/1/2017,Weekend,19,821.88,1059.48,1417.8,820.2,412.99,365.85,178.02,947.61,6.631270000000001,6.09114,7.326770000000001,7.17444,5.9862,7.6520399999999995,12.4765,6.74545,30.08,29.450001,0.2396694214876032,16.77,0.41
7/1/2017,Weekend,20,884.52,1107.72,1212.6,924.6,408.35,361.62,232.74,901.26,0.8001860000000001,0.9933759999999999,1.16953,0.4095,0.8396929999999999,1.7200199999999999,1.04798,0.610215,28.89,27.190001,0.3370064279155192,10.05,2.51
7/1/2017,Weekend,21,863.82,1073.16,1231.2,915,396.9,508.77,296.28,1051.92,0.00810999,0,0,0,0.0101576,0,0,0,27.76,26.87,0.3076216712580351,9.86,1.31
7/1/2017,Weekend,22,833.76,1033.2,932.4,751.8,406.98,512.19,249.84,980.64,0,0,0,0,0.0169293,0,0,0,25.14,23.74,0.4113865932047749,7.93,1.17
7/1/2017,Weekend,23,752.76,957.78,849,793.8,407.1199999999999,462.96,248.04,982.08,0,0,0,0,0.0169293,0,0,0,22.02,21.84,0.2268135904499542,5.63,2.62
7/2/2017,Weekend,0,669.78,827.46,352.8,445.2,401.65,182.43,240.48,936.9,0,0,0,0,0.0135434,0,0,0,20.65,20.44,-0.596571778,5.17,1.11
7/2/2017,Weekend,1,574.2,722.3399999999999,367.2,429,394.92,259.74,249.12,993.8700000000001,0,0,0,0,0.0169293,0,0,0,20.14,21.09,-0.639424549,4.5,1.11
7/2/2017,Weekend,2,519.3,671.22,262.8,330.6,373.74,459.09,250.2,916.47,0,0,0,0,0.0169293,0,0,0,19.17,19.75,-0.623201714,0.89,0.85
7/2/2017,Weekend,3,551.34,638.46,311.4,352.1999999999999,368.31,494.3699999999999,235.26,875.2500000000001,0,0,0,0,0.0135434,0,0,0,17.69,18.200001,-0.634527089,8.8,1.34
7/2/2017,Weekend,4,524.52,630.18,296.4,307.8,409.61,403.92,209.52,873,0,0,0,0,0.0169293,0,0,0,16.68,16.900001,-0.494031221,8.48,0.92
7/2/2017,Weekend,5,508.14,647.1,740.4000000000001,619.8,415.05,386.37,251.82,914.13,0,0,0,0,0.0169293,0,0,0,15.7,15.100001,0.2883379247015614,23.84,1.5
7/2/2017,Weekend,6,556.92,734.9399999999999,1006.2,979.8,405.36,431.01,250.02,874.5300000000001,0.781262,0.003356,0.627354,0.31122,0.291184,0.223467,0,0.551399,15.04,16.79,0.2837465564738295,9.01,2.18
7/2/2017,Weekend,7,654.3,857.7,1193.4,1351.2,493.1,424.89,227.7,814.3199999999999,2.89527,2.8056200000000002,3.84766,3.72481,3.9140500000000005,4.01224,3.0069500000000002,5.3485700000000005,17.6,20.54,0.151821243,8.29,1.22
7/2/2017,Weekend,8,783.36,882.72,1099.2,1345.8,484.48,413.82,123.12,728.64,7.228700000000001,10.081399999999999,6.687949999999999,9.8411,6.3688,10.844899999999999,14.044999999999998,10.7633,20.43,21.039999,0.1934496479951027,14.66,1.76
7/2/2017,Weekend,9,760.5,863.4599999999999,1043.4,934.2,504.89,416.7,116.46,738.45,15.065700000000001,17.2163,9.22358,20.0606,6.274,19.2588,18.2849,22.875700000000002,22.57,24.229999,0.2614018977655341,5.71,1.37
7/2/2017,Weekend,10,750.06,835.9200000000001,972.5999999999999,816,472.76,364.86,117.9,717.03,14.0762,21.2468,16.932,23.600299999999997,14.1089,27.9943,30.651699999999998,23.217599999999997,25.21,27.699999,0.2724211815120907,9.52,2.07
7/2/2017,Weekend,11,744.6600000000001,842.04,1289.4,906.5999999999999,470.11,442.98,120.06,730.8900000000001,18.8828,44.4536,24.932,46.2915,22.2722,54.26180000000001,43.9467,48.556200000000004,27.56,31.670001,0.2969084787266607,17.08,1.89
7/2/2017,Weekend,12,729.72,864.1800000000001,1061.4,835.2,391.86,192.78,127.8,666.09,24.7355,42.7286,55.11710000000001,37.6576,42.7194,53.560900000000004,42.9056,56.735299999999995,29.87,33.650001,0.3318028772574229,21.25,0.89
7/2/2017,Weekend,13,782.46,872.82,997.1999999999999,867.5999999999999,475.31,451.26,164.16,687.96,50.257600000000004,45.5107,63.4135,37.7805,52.2709,56.39829999999999,51.381899999999995,71.65990000000001,33.26,30.8,0.1554943373125193,16.65,0.33
7/2/2017,Weekend,14,707.04,850.14,1356.6,977.9999999999999,512.16,385.11,209.7,691.56,54.3018,54.8639,60.8583,31.467599999999997,53.92999999999999,30.696199999999997,63.0741,72.7774,36.48,49.25,-0.625650444,5.95,0
7/2/2017,Weekend,15,711.72,847.44,1173,1027.8,422.17,449.82,211.32,652.7700000000001,51.0443,44.071,54.956500000000005,26.4046,49.4099,45.9089,61.5398,68.5941,39.67,52.820001,-0.625650444,10.25,0.7
7/2/2017,Weekend,16,703.62,871.92,953.4,844.1999999999999,447.3,500.13,209.88,626.5799999999999,43.9751,35.097,45.0565,24.5078,42.8514,26.4673,48.8784,59.3563,42.4,74.72,-0.625650444,17.84,1.07
7/2/2017,Weekend,17,730.4399999999999,909,1233.6,876.5999999999999,433.12,485.37,209.52,658.08,32.4291,18.743299999999998,29.090899999999998,18.0721,26.138799999999996,19.9055,30.3572,46.4572,45.23,82.84,-0.404958678,38.76,0.78
7/2/2017,Weekend,18,817.2,963.9000000000001,1089.6,1007.4,231.01,486.1799999999999,208.08,699.0300000000001,21.0454,7.93694,18.3243,5.6494599999999995,12.090900000000001,18.585,9.72979,25.415799999999997,38.56,34.16,0.1962044689317417,7.62,1.1
7/2/2017,Weekend,19,831.96,1039.14,1150.2,1039.2,315.33,518.58,139.68,695.88,8.09107,4.1648000000000005,6.28337,3.30221,5.593439999999999,9.59214,4.12686,11.5794,36.39,33.789999,0.2069176614631161,9.78,0.68
7/2/2017,Weekend,20,871.38,1084.86,1063.2,873,302.47,482.13,127.08,688.14,0.759636,1.18131,1.1597,0.771498,1.04623,1.29678,1.85623,1.02928,33.48,32.59,0.2571166207529845,19.81,0.86
7/2/2017,Weekend,21,853.74,1077.84,1212,883.2,399.27,527.13,125.1,697.6800000000001,0.00810999,0,0,0,0.0135434,0,0,0,29.93,37.679999,0.3057851239669422,29.43,1.66
7/2/2017,Weekend,22,819,1042.02,1033.2,768,399.85,508.23,122.22,711.09,0,0,0,0,0.0135434,0,0,0,26.38,24.41,0.3109886746250385,18.89,2.7
7/2/2017,Weekend,23,754.56,995.9399999999999,978,897,411.23,493.83,120.42,723.7800000000001,0,0,0,0,0.0169293,0,0,0,23.56,23.6,0.1600857055402511,13.72,1.93
7/3/2017,Weekday,0,673.38,867.06,494.4,585.6,374.4,430.47,121.14,712.08,0,0,0,0,0.0135434,0,0,0,21.64,22.859999,-0.550045914,3.14,2.96
7/3/2017,Weekday,1,577.44,760.5,468,565.2,371.6,53.01000000000001,121.32,660.51,0,0,0,0,0.0169293,0,0,0,19.73,20.83,-0.613100704,2.19,1.1
7/3/2017,Weekday,2,523.26,703.08,399.0000000000001,512.4000000000001,397.74,35.28,121.68,705.69,0,0,0,0,0.0135434,0,0,0,18.5,19.59,-0.624426079,2.45,1.59
7/3/2017,Weekday,3,524.34,665.8199999999999,462.6,529.2,366.48,21.69,122.04,752.76,0,0,0,0,0.0169293,0,0,0,17.48,18.31,-0.621059076,1.01,1.11
7/3/2017,Weekday,4,552.0600000000001,648,426,381.6,370.9400000000001,27.63,121.86,760.9499999999998,0,0,0,0,0.0169293,0,0,0,17.4,18.6,-0.513621059,0.74,1.02
7/3/2017,Weekday,5,491.4,649.8,661.8,676.8,404.5599999999999,20.16,121.68,738.99,0,0,0,0,0.0135434,0,0,0,18.1,19.599999,0.2816039179675545,3.25,1.16
7/3/2017,Weekday,6,539.64,686.7,953.4,1092.6,398.67,26.55,122.4,835.02,0.624469,0,0.348894,0.651924,0.192994,0.22008100000000003,0,0.40803599999999995,19.57,20.78,0.3226201408019591,5.57,1.45
7/3/2017,Weekday,7,625.86,777.96,1566,1419,393.26,48.15,483.12,895.05,4.7146099999999995,3.3996299999999997,3.04177,3.18755,2.2753,4.38807,4.73647,4.69057,21.74,21.630001,0.2454851545760639,3.75,1.13
7/3/2017,Weekday,8,752.04,874.98,1741.2,1417.8,394.2400000000001,131.85,918.3599999999999,747.81,10.064499999999999,6.72878,7.69041,8.08844,5.16005,5.63746,7.38039,13.2226,23.52,24.379999,0.2708907254361801,8.62,1.13
7/3/2017,Weekday,9,763.92,932.2199999999999,1377.6,1086,396.9,146.61,917.8199999999999,716.49,16.982300000000002,13.924000000000001,18.9042,14.6159,17.0613,11.0176,8.45235,16.6633,26.11,30.6,0.2044689317416588,14.93,2.13
7/3/2017,Weekday,10,770.2199999999999,946.98,1296,949.8000000000001,367.64,151.2,980.6400000000001,798.3,23.1811,12.4138,27.208800000000004,15.097399999999999,27.8724,8.098980000000001,13.0244,18.788,30.9,31.129999,0.1787572696663609,15.02,1.8
7/3/2017,Weekday,11,741.42,970.2,1315.8,1062,396.04,138.96,896.4,947.61,20.896700000000003,8.66184,23.8296,11.6478,15.886500000000002,13.6992,10.9524,24.6439,35.76,32.07,0.093051729,17.12,2.45
7/3/2017,Weekday,12,756.9,1002.78,1421.4,972.5999999999999,399.89,85.77,621,892.98,13.0382,14.6825,22.1228,12.2752,14.0682,15.6291,18.8808,19.0306,37.47,73.07,0.2369146005509641,63.62,0.96
7/3/2017,Weekday,13,804.78,978.84,1317,1006.2,394.56,147.69,957.78,943.6500000000001,8.931799999999999,11.6319,19.8968,8.53889,15.9745,17.9146,11.353100000000001,20.3099,40.35,31.79,0.1254973982246712,2.33,0.42
7/3/2017,Weekday,14,724.14,982.4399999999999,1838.4,1051.2,397.51,162.27,774.5400000000001,865.17,9.52383,10.628499999999999,18.5651,7.646179999999999,15.449700000000002,7.530150000000001,5.95569,13.689400000000001,42.08,36.43,-0.562901745,7.52,1.24
7/3/2017,Weekday,15,718.38,970.56,1915.8,1113,392.76,150.93,772.74,912.78,4.02796,14.823500000000001,8.58148,5.51023,8.68473,3.36554,3.4145000000000003,9.208369999999999,45.76,40.57,-0.610345883,6.84,0
7/3/2017,Weekday,16,728.46,1008.36,1726.2,894,399.53,127.71,641.16,836.28,2.66548,6.967059999999999,5.18591,3.00409,3.80571,3.42988,2.3185700000000002,7.55785,48.1,60.370001,-0.61707989,26.23,0
7/3/2017,Weekday,17,777.6,1043.64,1577.4,955.1999999999999,376.02,53.37,506.16,845.55,1.3840999999999999,4.2587600000000005,2.18018,2.59623,2.3023800000000003,1.66923,1.69526,4.12814,45.43,40.44,-0.418732782,2.88,0
7/3/2017,Weekday,18,869.4,1059.84,1498.2,978.5999999999999,419.83,32.85,530.8199999999999,1005.93,0.824516,1.48,1.28255,1.05979,0.501107,0.45370499999999997,0.390424,0.9153230000000001,39.87,33.280001,0.2157943067033976,1.01,0.59
7/3/2017,Weekday,19,916.92,1103.04,1449.6,1074,415.69,28.35,514.08,908.82,0.197343,0,0.494676,0.819,0.030472700000000002,0.345358,0,0.40435999999999994,36.65,30.530001,0.199265381,4.44,0.26
7/3/2017,Weekday,20,951.84,1172.88,1243.8,953.3999999999999,385.67,36.27,605.3399999999999,980.46,0.0432533,0,0.067158,0.316134,0.0101576,0.0609455,0,0,34.27,30.45,0.2179369452096727,13.87,1.09
7/3/2017,Weekday,21,936.1800000000001,1148.94,1249.8,978.5999999999999,322.96,26.28,799.74,1004.22,0,0,0,0,0.0135434,0,0,0,30.63,28.200001,0.317722681,13.93,2.2
7/3/2017,Weekday,22,870.66,1107.72,1075.2,887.3999999999999,372.89,27,729,895.77,0,0,0,0,0.0169293,0,0,0,25.76,25.55,0.2770125497398226,8.6,2.45
7/3/2017,Weekday,23,767.1600000000001,1024.74,1144.8,835.8,407.05,21.78,721.4399999999999,893.34,0,0,0,0,0.0135434,0,0,0,23.79,23.76,0.1120293847566578,7.49,3.05
7/4/2017,Weekday,0,645.66,870.3,370.2,492.6,404.25,18.99,670.14,915.6600000000001,0,0,0,0,0.0169293,0,0,0,20.79,22.97,-0.59442914,5.06,1.28
7/4/2017,Weekday,1,557.0999999999999,742.32,380.4,465.6,388.62,27.99,816.48,1010.79,0,0,0,0,0.0169293,0,0,0,19.72,21.589999,-0.524334252,5.37,0
7/4/2017,Weekday,2,507.78,685.98,319.2,362.9999999999999,390.38,18.9,763.56,1052.91,0,0,0,0,0.0169293,0,0,0,18.56,20.949999,-0.616161616,4.4,0
7/4/2017,Weekday,3,544.32,653.76,363.6,370.8,412.34,20.7,748.44,1011.78,0,0,0,0,0.0169293,0,0,0,16.82,17.63,-0.569635751,18.63,0
7/4/2017,Weekday,4,525.42,642.5999999999999,327.6,329.4,309.93,27.72,509.04,1040.22,0,0,0,0,0.0169293,0,0,0,16.26,19.27,-0.528619529,10.66,1.59
7/4/2017,Weekday,5,520.2,662.04,796.1999999999999,606.6,390.85,19.35,727.2,1013.31,0,0,0,0,0.0169293,0,0,0,15.37,19.76,0.2310988674625039,9.32,1.54
7/4/2017,Weekday,6,630.3599999999999,721.8,1036.2,1009.2,399.88,23.13,739.08,1095.3,0.10813299999999999,0,0,0.027846,0.0169293,0.023701,0,0.29408,14.99,17.64,0.3183348637894095,17.84,1.32
7/4/2017,Weekday,7,738.9,855.7200000000001,1182,1353,438.27,107.1,712.08,1046.61,1.34626,0.003356,0.22440600000000002,2.1769,0.0880324,1.11056,0,2.51071,18.23,20.16,0.3348637894092441,14.08,1
7/4/2017,Weekday,8,795.24,882.9,1786.2,1339.8,446.66,438.66,850.68,1095.66,3.5305500000000003,2.35591,1.24816,3.81163,1.73356,3.6228700000000003,2.63023,5.16845,21.28,20.720001,0.2001836547291092,5.89,2
7/4/2017,Weekday,9,687.24,867.78,1708.8,967.2,469.87,517.6800000000001,830.7,1075.68,8.66688,5.22865,3.45454,7.221939999999999,3.1116099999999998,5.83384,5.25361,14.200399999999998,23.07,22.26,0.180287726,19.09,2.98
7/4/2017,Weekday,10,636.84,844.02,1513.2,1026,536.7700000000001,582.66,892.08,1067.85,12.7868,11.927200000000001,4.94512,10.456999999999999,4.77745,5.08895,14.644300000000001,20.5415,24.9,25.72,0.2730333639424551,10.38,1.76
7/4/2017,Weekday,11,617.22,851.22,1521.6,1114.8,482.58,420.66,846.54,992.25,12.4515,13.330000000000002,3.82473,21.81,5.23115,14.0141,25.083099999999998,22.839,27.45,59.949999,0.3183348637894095,78.32,1.71
7/4/2017,Weekday,12,614.1600000000001,877.5,1386,993.5999999999999,392.9,242.28,622.0799999999999,891.27,6.1933300000000004,14.2697,4.51597,23.2727,5.55281,16.4553,19.9664,13.461500000000001,29.3,56.68,0.263238445,74.92,1.12
7/4/2017,Weekday,13,654.66,866.52,1399.2,1011,518.6899999999999,412.38,923.2199999999999,994.3199999999999,16.8796,17.6693,6.64537,29.456200000000003,6.043760000000001,21.8422,19.2849,18.8211,32.19,36.51,0.1481481481481484,20.77,0.76
7/4/2017,Weekday,14,604.26,871.56,1546.2,1041.6,500.23,454.68,752.58,1094.4,39.736200000000004,16.7632,7.86404,24.096600000000002,4.3034300000000005,22.306,21.1583,37.4915,32.64,39.46,-0.442607897,25.12,1.05
7/4/2017,Weekday,15,624.06,879.8399999999999,1653,1214.4,463.86,406.08,847.8,1120.41,25.2924,11.9541,6.2800899999999995,11.742799999999999,3.96146,12.4667,17.1068,38.8075,37.13,34.25,-0.560146924,14.91,0.77
7/4/2017,Weekday,16,630.18,916.56,1555.8,1016.4,482.87,411.39,689.76,1020.15,17.3797,17.3774,4.0819,11.6593,3.23011,16.607599999999998,9.74349,36.359300000000005,37.91,32.59,-0.587082951,18.13,0.99
7/4/2017,Weekday,17,683.46,946.26,1426.8,912.6,511.56,317.16,485.64,1091.43,9.14807,6.19518,2.60278,12.8272,3.51452,8.759220000000001,11.223,19.5232,37.78,40.89,-0.489133762,12.91,0
7/4/2017,Weekday,18,816.6600000000001,1026.18,1591.8,1065,386.06,421.56,478.98,1016.82,5.16066,8.27254,2.2981100000000003,11.289100000000001,2.13309,5.77289,10.3702,16.5493,33.43,28.11,0.2115090296908479,4.38,0
7/4/2017,Weekday,19,880.56,1092.96,1425,1098,378.4299999999999,483.75,475.02,850.5899999999999,0.7704489999999999,4.9970799999999995,2.36036,4.71908,0.751661,3.6973599999999998,3.9282200000000005,6.38153,31.99,26.02,0.1701867156412611,10.49,1.18
7/4/2017,Weekday,20,900.18,1134.9,1217.4,909,392.44,490.86,615.06,909.09,0.459566,0.24163199999999999,0.208026,1.13186,0.30811299999999997,0.47740600000000005,0.859619,0.584483,28.35,24.28,0.2672176308539944,9.39,1.82
7/4/2017,Weekday,21,876.06,1135.8,1300.8,939,355.61,462.42,847.98,1013.67,0.00270333,0,0,0,0.0135434,0,0,0,27.33,23.29,0.2295684113865932,8.98,1.18
7/4/2017,Weekday,22,824.94,1085.76,1132.8,801,361.4,441,781.74,924.48,0,0,0,0,0.0169293,0,0,0,24.57,22.57,0.2384450566268748,7.79,1.67
7/4/2017,Weekday,23,735.6600000000001,991.26,880.8000000000001,916.1999999999999,387.04,401.4,760.8600000000001,898.92,0,0,0,0,0.0169293,0,0,0,22.8,21,0.1276400367309463,8.07,1.42
7/5/2017,Weekday,0,617.4000000000001,857.7,372.6,502.1999999999999,351.42,191.16,641.52,939.3299999999999,0,0,0,0,0.0169293,0,0,0,21.08,19.51,-0.552800735,4.98,0.1
7/5/2017,Weekday,1,545.76,743.9399999999999,424.2,392.4,359.14,321.48,802.44,1018.98,0,0,0,0,0.0169293,0,0,0,20.02,19.96,-0.565044383,3.83,2.23
7/5/2017,Weekday,2,497.7,694.4399999999999,367.8000000000001,325.8,413.93,449.19,792.9,1028.43,0,0,0,0,0.0169293,0,0,0,18.58,17.19,-0.61952862,6.24,0.1
7/5/2017,Weekday,3,508.68,648.72,416.4,374.4,412.28,449.46,758.52,928.71,0,0,0,0,0.0169293,0,0,0,17.42,16.09,-0.581573309,6.34,0.61
7/5/2017,Weekday,4,558,635.4000000000001,424.8,314.4,362.05,426.24,459.72,912.06,0,0,0,0,0.0169293,0,0,0,17.78,16.93,-0.482399755,3.1,1.42
7/5/2017,Weekday,5,510.84,645.12,939.6,640.8000000000001,363.49,457.2900000000001,736.56,960.03,0,0,0,0,0.0169293,0,0,0,18.6,18.479999,0.263238445,9.03,1.48
7/5/2017,Weekday,6,624.06,720.54,1242.6,984.6,400.4,391.77,760.5,1052.55,0.189233,0,0.53235,0.26208,0.0880324,0.20653700000000003,0,0.42274,20.25,21.35,0.2188552188552189,5.19,0.84
7/5/2017,Weekday,7,745.74,852.48,1392.6,1284,516.6,328.86,670.5,970.56,5.0336,0.006712,4.86977,1.88534,1.52025,0.345358,0.414398,5.20521,21.84,21.35,0.2831343740434651,5.14,1.04
7/5/2017,Weekday,8,784.8,879.3,1463.4,1373.4,422.35,399.06,862.92,1052.82,8.68039,5.35618,16.3784,4.3407,6.0166699999999995,0.792291,5.8871899999999995,9.90313,23.25,23.36,0.2326293235384145,7.42,1.28
7/5/2017,Weekday,9,708.66,874.62,1150.8,927.6,473.76,402.12,807.3,1059.3,17.2445,5.96697,19.2481,7.1809899999999995,8.50528,2.11616,8.41467,8.64962,25.7,25.87,0.2617079889807163,10.47,1.83
7/5/2017,Weekday,10,633.06,849.96,1353.6,804.5999999999999,488.1,264.69,845.0999999999999,1042.47,23.9461,8.83635,25.0942,5.8935200000000005,14.288300000000001,3.20302,9.41128,10.6273,28.53,28.66,0.299969391,12.81,1.99
7/5/2017,Weekday,11,625.86,826.3800000000001,1360.2,876.6,493.27,402.48,838.44,974.5199999999999,32.759,6.18846,38.2014,7.965590000000001,25.939100000000003,3.08452,5.87692,14.237100000000002,31.55,51.98,0.2457912457912457,62.25,1.84
7/5/2017,Weekday,12,648,830.52,1606.2,851.4,379.55,228.06,624.06,936.1800000000001,41.7259,8.7558,45.561,7.92792,42.0422,7.431959999999999,9.603069999999999,10.5207,35.39,52.38,0.2730333639424551,28.33,0.47
7/5/2017,Weekday,13,670.6800000000001,831.78,1351.2,973.8000000000001,469.33,380.34,843.48,1076.49,40.5905,13.7965,42.8878,12.833699999999999,34.2243,8.038030000000001,13.4799,11.55,37.95,67.58,0.314355678,67.89,0.47
7/5/2017,Weekday,14,615.06,859.32,1805.4,905.4000000000001,498.96,322.83,732.4200000000001,994.68,34.4053,10.0076,30.683,9.04012,30.797800000000002,8.7152,11.1785,15.0863,39.69,41.139999,-0.551270279,6.17,0
7/5/2017,Weekday,15,615.06,882.54,1822.8,947.3999999999999,304.44,421.02,758.34,1024.47,29.160800000000002,8.55109,31.443,11.126900000000001,30.5269,14.3899,9.127030000000001,10.1237,41.47,33.76,-0.618304255,0.05,0
7/5/2017,Weekday,16,636.48,907.02,1777.8,898.8,341.86,324.09,602.46,1056.24,19.3315,8.84642,19.8886,11.4857,12.4227,7.719759999999999,6.541320000000001,11.358799999999999,45.01,38.9,-0.626568717,2.72,0
7/5/2017,Weekday,17,669.6,924.3,1431.6,951,484.09,305.19,225.9,1009.62,12.4488,7.3764899999999995,8.99098,5.60687,8.082049999999999,5.03139,8.57906,8.355540000000001,42,35.55,-0.416896235,1.42,0
7/5/2017,Weekday,18,804.4200000000001,968.5799999999999,1479.6,987,421.7,442.35,216.54,1028.97,6.501510000000001,0.8692040000000001,6.71416,2.93366,3.4332599999999998,3.10822,0.893867,6.46975,39.42,34.62,0.2017141108050198,6.12,0.73
7/5/2017,Weekday,19,815.76,1043.46,1388.4,1051.8,429.13,335.16,234,1017.99,2.5222100000000003,0.003356,1.84439,0.8779680000000001,0.998829,0.907411,0,1.17264,35.48,28.779999,0.179675543,2.21,0.45
7/5/2017,Weekday,20,872.0999999999999,1111.14,1334.4,916.2,400.03,365.4,522.9,1059.3,0.15679300000000002,0,0.6208020000000001,0.04095,0.172679,0.118505,0,0.0698439,34.51,29.76,0.2350780532598713,15.56,2.18
7/5/2017,Weekday,21,871.56,1101.6,1390.2,951.6,418.1799999999999,449.37,772.74,937.17,0,0,0.00819,0,0.0101576,0,0,0,29.92,28.89,0.3018059381695748,14.92,1.63
7/5/2017,Weekday,22,835.92,1077.84,1302,853.8,364.46,420.03,782.28,976.59,0,0,0,0,0.0135434,0,0,0,25.24,24.96,0.3134374043464954,11.02,1.08
7/5/2017,Weekday,23,781.92,1011.24,976.8000000000002,829.2,362.92,447.03,797.22,1053.36,0,0,0,0,0.0169293,0,0,0,23.08,23.62,0.125191307,6.54,2.43
7/6/2017,Weekday,0,671.22,903.9599999999999,370.2,474.6,399.74,180.81,614.16,1128.87,0,0,0,0,0.0169293,0,0,0,20.82,21.09,-0.563513927,4.88,2.52
7/6/2017,Weekday,1,580.86,802.26,417.6,409.2,419.29,280.71,797.4,988.38,0,0,0,0,0.0169293,0,0,0,19.8,20.71,-0.575757576,5.16,0.12
7/6/2017,Weekday,2,526.14,718.9200000000001,337.8,388.8,418.45,472.23,797.76,1003.5,0,0,0,0,0.0135434,0,0,0,18.82,20.09,-0.587082951,6.07,0.14
7/6/2017,Weekday,3,567.18,677.1600000000001,388.8,384,415.37,429.03,786.42,1089.36,0,0,0,0,0.0169293,0,0,0,17.96,19.15,-0.686868687,5.03,0.06
7/6/2017,Weekday,4,517.68,664.02,405.6,336.6,391.51,462.6899999999999,445.86,1016.82,0,0,0,0,0.0169293,0,0,0,18.18,19.369999,-0.403734313,9.84,1.67
