Date,Demand,Hour,Weekday,Price
2018-08-26,187.2,10,Weekend,24.8
2018-08-26,209.28,11,Weekend,67.97
2018-08-26,231.36,12,Weekend,59.26
2018-08-26,244.8,13,Weekend,44.27
2018-08-26,254.4,14,Weekend,42.72
2018-08-26,261.12,15,Weekend,45.33
2018-08-26,237.12,16,Weekend,81.46
2018-08-26,240,17,Weekend,46.55
2018-08-26,244.8,18,Weekend,33.64
2018-08-26,217.92,19,Weekend,31.42
2018-08-26,191.04,20,Weekend,38.15
2018-08-26,195.84,21,Weekend,28.24
2018-08-26,191.04,22,Weekend,26.89
2018-08-26,167.04,23,Weekend,24.75
2018-08-27,163.2,0,Weekday,22.77
2018-08-27,161.28,1,Weekday,20.91
2018-08-27,157.44,2,Weekday,19.75
2018-08-27,157.44,3,Weekday,19.53
2018-08-27,160.32,4,Weekday,19.96
2018-08-27,153.6,5,Weekday,21.28
2018-08-27,159.36,6,Weekday,23.77
2018-08-27,215.04,7,Weekday,25.37
2018-08-27,377.28,8,Weekday,27.88
2018-08-27,551.04,9,Weekday,33.66
2018-08-27,728.64,10,Weekday,34.79
2018-08-27,803.52,11,Weekday,35.32
2018-08-27,769.92,12,Weekday,35.16
2018-08-27,760.32,13,Weekday,38.18
2018-08-27,826.56,14,Weekday,50.31
2018-08-27,822.72,15,Weekday,116.48
2018-08-27,850.56,16,Weekday,100.39
2018-08-27,818.88,17,Weekday,71.18
2018-08-27,681.6,18,Weekday,63.61
2018-08-27,525.12,19,Weekday,38.48
2018-08-27,414.72,20,Weekday,37.74
2018-08-27,340.8,21,Weekday,32.39
2018-08-27,280.32,22,Weekday,29.48
2018-08-27,242.88,23,Weekday,29.9
2018-08-28,218.88,0,Weekday,26.13
2018-08-28,206.4,1,Weekday,23.86
2018-08-28,192,2,Weekday,21.32
2018-08-28,192,3,Weekday,20.7
2018-08-28,185.28,4,Weekday,20.8
2018-08-28,186.24,5,Weekday,24.5
2018-08-28,193.92,6,Weekday,30.68
2018-08-28,236.16,7,Weekday,28.39
2018-08-28,404.16,8,Weekday,29.73
2018-08-28,613.44,9,Weekday,37.11
2018-08-28,812.16,10,Weekday,31.87
2018-08-28,802.56,11,Weekday,35.23
2018-08-28,789.12,12,Weekday,42.4
2018-08-28,805.44,13,Weekday,59.28
2018-08-28,857.28,14,Weekday,70.89
2018-08-28,795.84,15,Weekday,97.03
2018-08-28,784.32,16,Weekday,130.72
2018-08-28,791.04,17,Weekday,71.63
2018-08-28,682.56,18,Weekday,158.2
2018-08-28,516.48,19,Weekday,51.26
2018-08-28,395.52,20,Weekday,39.17
2018-08-28,312,21,Weekday,35.35
2018-08-28,270.72,22,Weekday,30.61
2018-08-28,241.92,23,Weekday,33.34
2018-08-29,208.32,0,Weekday,29.36
2018-08-29,192.96,1,Weekday,27.58
2018-08-29,185.28,2,Weekday,23.56
2018-08-29,174.72,3,Weekday,23.12
2018-08-29,178.56,4,Weekday,23.93
2018-08-29,180.48,5,Weekday,28.88
2018-08-29,180.48,6,Weekday,31.32
2018-08-29,222.72,7,Weekday,29.74
2018-08-29,400.32,8,Weekday,33.76
2018-08-29,605.76,9,Weekday,32.08
2018-08-29,849.6,10,Weekday,37.03
2018-08-29,839.04,11,Weekday,69.21
2018-08-29,850.56,12,Weekday,41.75
2018-08-29,806.4,13,Weekday,38.29
2018-08-29,853.44,14,Weekday,49.37
2018-08-29,806.4,15,Weekday,68.24
2018-08-29,820.8,16,Weekday,74.13
2018-08-29,800.64,17,Weekday,39.08
2018-08-29,632.64,18,Weekday,37.65
2018-08-29,466.56,19,Weekday,39.6
2018-08-29,381.12,20,Weekday,47.76
2018-08-29,310.08,21,Weekday,32.76
2018-08-29,252.48,22,Weekday,29.34
2018-08-29,215.04,23,Weekday,31.21
2018-08-30,201.6,0,Weekday,28.02
2018-08-30,192,1,Weekday,25.33
2018-08-30,187.2,2,Weekday,24.33
2018-08-30,180.48,3,Weekday,22.51
2018-08-30,177.6,4,Weekday,22.38
2018-08-30,186.24,5,Weekday,24.82
2018-08-30,184.32,6,Weekday,28.78
2018-08-30,222.72,7,Weekday,27.47
2018-08-30,412.8,8,Weekday,27.4
2018-08-30,648.96,9,Weekday,34.93
2018-08-30,844.8,10,Weekday,28.79
2018-08-30,838.08,11,Weekday,30.94
2018-08-30,836.16,12,Weekday,31.53
2018-08-30,866.88,13,Weekday,34.52
2018-08-30,861.12,14,Weekday,63.23
2018-08-30,844.8,15,Weekday,53.31
2018-08-30,845.76,16,Weekday,39.97
2018-08-30,816.96,17,Weekday,36.96
2018-08-30,669.12,18,Weekday,37.86
2018-08-30,496.32,19,Weekday,32.31
2018-08-30,387.84,20,Weekday,39.99
2018-08-30,328.32,21,Weekday,29.1
2018-08-30,262.08,22,Weekday,25.92
2018-08-30,238.08,23,Weekday,25.29
2018-08-31,214.08,0,Weekday,23.63
2018-08-31,192,1,Weekday,22.77
2018-08-31,194.88,2,Weekday,22.17
2018-08-31,184.32,3,Weekday,21.09
2018-08-31,190.08,4,Weekday,21.14
2018-08-31,184.32,5,Weekday,22.97
2018-08-31,186.24,6,Weekday,26.3
2018-08-31,254.4,7,Weekday,26.53
2018-08-31,388.8,8,Weekday,25.51
2018-08-31,559.68,9,Weekday,128.16
2018-08-31,781.44,10,Weekday,28.02
2018-08-31,813.12,11,Weekday,35.41
2018-08-31,757.44,12,Weekday,29.26
2018-08-31,804.48,13,Weekday,34.91
2018-08-31,857.28,14,Weekday,31.68
2018-08-31,864,15,Weekday,263.74
2018-08-31,861.12,16,Weekday,44.89
2018-08-31,871.68,17,Weekday,41.37
2018-08-31,712.32,18,Weekday,39.89
2018-08-31,511.68,19,Weekday,31.44
2018-08-31,350.4,20,Weekday,32.93
2018-08-31,292.8,21,Weekday,24.89
2018-08-31,252.48,22,Weekday,22.65
2018-08-31,233.28,23,Weekday,21.05
2018-09-01,205.44,0,Weekend,20.78
2018-09-01,192,1,Weekend,21.31
2018-09-01,180.48,2,Weekend,20.03
2018-09-01,178.56,3,Weekend,19.71
2018-09-01,179.52,4,Weekend,19.44
2018-09-01,179.52,5,Weekend,19.66
2018-09-01,177.6,6,Weekend,19.87
2018-09-01,178.56,7,Weekend,19.77
2018-09-01,199.68,8,Weekend,20.73
2018-09-01,257.28,9,Weekend,22.5
2018-09-01,330.24,10,Weekend,27.31
2018-09-01,362.88,11,Weekend,25.92
2018-09-01,385.92,12,Weekend,28.96
2018-09-01,411.84,13,Weekend,28.4
2018-09-01,398.4,14,Weekend,30.05
2018-09-01,392.64,15,Weekend,30
2018-09-01,367.68,16,Weekend,29.75
2018-09-01,332.16,17,Weekend,30.7
2018-09-01,280.32,18,Weekend,29.05
2018-09-01,229.44,19,Weekend,28.34
2018-09-01,218.88,20,Weekend,27.46
2018-09-01,219.84,21,Weekend,24
2018-09-01,193.92,22,Weekend,23
2018-09-01,195.84,23,Weekend,22.58
2018-09-02,194.88,0,Weekend,20
2018-09-02,191.04,1,Weekend,20.1
2018-09-02,171.84,2,Weekend,19.36
2018-09-02,166.08,3,Weekend,19.01
2018-09-02,156.48,4,Weekend,18.84
2018-09-02,156.48,5,Weekend,18.46
2018-09-02,153.6,6,Weekend,18.26
2018-09-02,152.64,7,Weekend,18.08
2018-09-02,158.4,8,Weekend,19.02
2018-09-02,172.8,9,Weekend,21.1
2018-09-02,173.76,10,Weekend,23.86
2018-09-02,175.68,11,Weekend,28.89
2018-09-02,193.92,12,Weekend,28.54
2018-09-02,214.08,13,Weekend,29.77
2018-09-02,244.8,14,Weekend,41.74
2018-09-02,234.24,15,Weekend,32.17
2018-09-02,256.32,16,Weekend,44.63
2018-09-02,250.56,17,Weekend,37.02
2018-09-02,231.36,18,Weekend,41.23
2018-09-02,221.76,19,Weekend,44.09
2018-09-02,218.88,20,Weekend,46.75
2018-09-02,206.4,21,Weekend,29.56
2018-09-02,203.52,22,Weekend,26.51
2018-09-02,203.52,23,Weekend,26.86
2018-09-03,187.2,0,Weekday,22.38
2018-09-03,182.4,1,Weekday,22.85
2018-09-03,180.48,2,Weekday,20.93
2018-09-03,176.64,3,Weekday,20.21
2018-09-03,173.76,4,Weekday,19.91
2018-09-03,172.8,5,Weekday,20.15
2018-09-03,184.32,6,Weekday,20.31
2018-09-03,232.32,7,Weekday,19.76
2018-09-03,405.12,8,Weekday,21.1
2018-09-03,617.28,9,Weekday,27.72
2018-09-03,865.92,10,Weekday,31.61
2018-09-03,851.52,11,Weekday,43.75
2018-09-03,825.6,12,Weekday,36.43
2018-09-03,852.48,13,Weekday,40.33
2018-09-03,913.92,14,Weekday,39.03
2018-09-03,866.88,15,Weekday,45.02
2018-09-03,842.88,16,Weekday,55.96
2018-09-03,782.4,17,Weekday,59.26
2018-09-03,651.84,18,Weekday,32.4
2018-09-03,504.96,19,Weekday,33.8
2018-09-03,408,20,Weekday,36.59
2018-09-03,340.8,21,Weekday,30.44
2018-09-03,277.44,22,Weekday,31.52
2018-09-03,240,23,Weekday,26.57
2018-09-04,201.6,0,Weekday,24.54
2018-09-04,199.68,1,Weekday,22.5
2018-09-04,181.44,2,Weekday,20.71
2018-09-04,178.56,3,Weekday,20.13
2018-09-04,173.76,4,Weekday,20.31
2018-09-04,168.96,5,Weekday,24.08
2018-09-04,174.72,6,Weekday,26.23
2018-09-04,220.8,7,Weekday,25.69
2018-09-04,349.44,8,Weekday,28.06
2018-09-04,588.48,9,Weekday,31.18
2018-09-04,792.96,10,Weekday,39
2018-09-04,795.84,11,Weekday,38.05
2018-09-04,773.76,12,Weekday,36.3
2018-09-04,771.84,13,Weekday,37.74
2018-09-04,854.4,14,Weekday,47.23
2018-09-04,807.36,15,Weekday,47.5
2018-09-04,824.64,16,Weekday,49.81
2018-09-04,747.84,17,Weekday,51.45
2018-09-04,669.12,18,Weekday,54.57
2018-09-04,495.36,19,Weekday,36.78
2018-09-04,378.24,20,Weekday,36.7
2018-09-04,317.76,21,Weekday,31.38
2018-09-04,265.92,22,Weekday,31.19
2018-09-04,225.6,23,Weekday,29.62
2018-09-05,185.28,0,Weekday,24.95
2018-09-05,182.4,1,Weekday,23.69
2018-09-05,169.92,2,Weekday,21.01
2018-09-05,168,3,Weekday,20.51
2018-09-05,164.16,4,Weekday,20.77
2018-09-05,162.24,5,Weekday,23.01
2018-09-05,165.12,6,Weekday,30.79
2018-09-05,198.72,7,Weekday,29.53
2018-09-05,351.36,8,Weekday,30.16
2018-09-05,563.52,9,Weekday,35.28
2018-09-05,800.64,10,Weekday,37.22
2018-09-05,760.32,11,Weekday,36.32
2018-09-05,753.6,12,Weekday,36.57
2018-09-05,756.48,13,Weekday,54.02
2018-09-05,777.6,14,Weekday,48.3
2018-09-05,786.24,15,Weekday,53.66
2018-09-05,792,16,Weekday,65.45
2018-09-05,757.44,17,Weekday,62.99
2018-09-05,666.24,18,Weekday,41.57
2018-09-05,479.04,19,Weekday,36.49
2018-09-05,376.32,20,Weekday,40.53
2018-09-05,326.4,21,Weekday,31.03
2018-09-05,263.04,22,Weekday,28.57
2018-09-05,222.72,23,Weekday,27.89
2018-09-06,188.16,0,Weekday,25.92
2018-09-06,185.28,1,Weekday,24.89
2018-09-06,181.44,2,Weekday,22.73
2018-09-06,177.6,3,Weekday,22.45
2018-09-06,172.8,4,Weekday,22.44
2018-09-06,168,5,Weekday,25.31
2018-09-06,178.56,6,Weekday,35.28
2018-09-06,210.24,7,Weekday,30.15
2018-09-06,359.04,8,Weekday,31.43
2018-09-06,547.2,9,Weekday,30.6
2018-09-06,750.72,10,Weekday,38.91
2018-09-06,792.96,11,Weekday,43.63
2018-09-06,790.08,12,Weekday,42.49
2018-09-06,807.36,13,Weekday,54.65
2018-09-06,875.52,14,Weekday,45.44
2018-09-06,809.28,15,Weekday,50.15
2018-09-06,782.4,16,Weekday,59.52
2018-09-06,737.28,17,Weekday,37.6
2018-09-06,624,18,Weekday,29.24
2018-09-06,480.96,19,Weekday,32.59
2018-09-06,359.04,20,Weekday,33.27
2018-09-06,316.8,21,Weekday,29.34
2018-09-06,266.88,22,Weekday,25.51
2018-09-06,239.04,23,Weekday,25.78
2018-09-07,207.36,0,Weekday,25.48
2018-09-07,192.96,1,Weekday,22.68
2018-09-07,186.24,2,Weekday,21.38
2018-09-07,189.12,3,Weekday,20.77
2018-09-07,185.28,4,Weekday,20.95
2018-09-07,182.4,5,Weekday,27.05
2018-09-07,189.12,6,Weekday,31.7
2018-09-07,227.52,7,Weekday,28.34
2018-09-07,346.56,8,Weekday,26.63
2018-09-07,528.96,9,Weekday,32
2018-09-07,690.24,10,Weekday,30.2
2018-09-07,733.44,11,Weekday,48.27
2018-09-07,700.8,12,Weekday,33.52
2018-09-07,678.72,13,Weekday,35.98
2018-09-07,723.84,14,Weekday,28.43
2018-09-07,731.52,15,Weekday,30.97
2018-09-07,699.84,16,Weekday,41.63
2018-09-07,673.92,17,Weekday,32.75
2018-09-07,569.28,18,Weekday,27.05
2018-09-07,443.52,19,Weekday,29.67
2018-09-07,331.2,20,Weekday,28.81
2018-09-07,275.52,21,Weekday,28.22
2018-09-07,242.88,22,Weekday,26.29
2018-09-07,219.84,23,Weekday,24.52
2018-09-08,193.92,0,Weekend,27.62
2018-09-08,184.32,1,Weekend,32.31
2018-09-08,178.56,2,Weekend,26.2
2018-09-08,171.84,3,Weekend,24.03
2018-09-08,172.8,4,Weekend,20.94
2018-09-08,167.04,5,Weekend,24.11
2018-09-08,168,6,Weekend,29.67
2018-09-08,170.88,7,Weekend,27.14
2018-09-08,196.8,8,Weekend,28.79
2018-09-08,203.52,9,Weekend,29.1
2018-09-08,240.96,10,Weekend,27.26
2018-09-08,264.96,11,Weekend,30.18
2018-09-08,285.12,12,Weekend,29.84
2018-09-08,273.6,13,Weekend,26
2018-09-08,265.92,14,Weekend,23.04
2018-09-08,246.72,15,Weekend,23.91
2018-09-08,264.96,16,Weekend,24.7
2018-09-08,251.52,17,Weekend,22.7
2018-09-08,249.6,18,Weekend,21.4
2018-09-08,234.24,19,Weekend,22.96
2018-09-08,213.12,20,Weekend,24.26
2018-09-08,193.92,21,Weekend,20.27
2018-09-08,192,22,Weekend,19.69
2018-09-08,186.24,23,Weekend,19.29
2018-09-09,174.72,0,Weekend,17.87
2018-09-09,170.88,1,Weekend,17.11
2018-09-09,168.96,2,Weekend,16.18
2018-09-09,167.04,3,Weekend,15.68
2018-09-09,160.32,4,Weekend,15.39
2018-09-09,164.16,5,Weekend,16.58
2018-09-09,160.32,6,Weekend,17.33
2018-09-09,154.56,7,Weekend,17.44
2018-09-09,163.2,8,Weekend,18.4
2018-09-09,168.96,9,Weekend,20.31
2018-09-09,166.08,10,Weekend,19.7
2018-09-09,174.72,11,Weekend,21.03
2018-09-09,184.32,12,Weekend,21.48
2018-09-09,181.44,13,Weekend,22.25
2018-09-09,203.52,14,Weekend,20.93
2018-09-09,201.6,15,Weekend,20.63
2018-09-09,220.8,16,Weekend,20.53
2018-09-09,226.56,17,Weekend,20.68
2018-09-09,223.68,18,Weekend,20.62
2018-09-09,200.64,19,Weekend,22.24
2018-09-09,192,20,Weekend,23.56
2018-09-09,193.92,21,Weekend,21.52
2018-09-09,191.04,22,Weekend,20.22
2018-09-09,185.28,23,Weekend,18.82
2018-09-10,178.56,0,Weekday,17.75
2018-09-10,174.72,1,Weekday,17.88
2018-09-10,172.8,2,Weekday,17.79
2018-09-10,172.8,3,Weekday,17.49
2018-09-10,168.96,4,Weekday,17.84
2018-09-10,168.96,5,Weekday,18.56
2018-09-10,176.64,6,Weekday,23.88
2018-09-10,216,7,Weekday,22.57
2018-09-10,354.24,8,Weekday,23.36
2018-09-10,516.48,9,Weekday,24.91
2018-09-10,790.08,10,Weekday,22.12
2018-09-10,768.96,11,Weekday,24.77
2018-09-10,736.32,12,Weekday,24.61
2018-09-10,740.16,13,Weekday,25.4
2018-09-10,801.6,14,Weekday,22.23
2018-09-10,777.6,15,Weekday,24.01
2018-09-10,787.2,16,Weekday,25.57
2018-09-10,753.6,17,Weekday,25.3
2018-09-10,667.2,18,Weekday,26.26
2018-09-10,485.76,19,Weekday,29.41
2018-09-10,388.8,20,Weekday,29.67
2018-09-10,305.28,21,Weekday,24
2018-09-10,271.68,22,Weekday,21
2018-09-10,224.64,23,Weekday,18.6
2018-09-11,192,0,Weekday,18.75
2018-09-11,185.28,1,Weekday,17.66
2018-09-11,179.52,2,Weekday,17.06
2018-09-11,168.96,3,Weekday,15.71
2018-09-11,168.96,4,Weekday,17.28
2018-09-11,166.08,5,Weekday,19.26
2018-09-11,171.84,6,Weekday,23.97
2018-09-11,217.92,7,Weekday,24.98
2018-09-11,320.64,8,Weekday,26.86
2018-09-11,485.76,9,Weekday,27.83
2018-09-11,653.76,10,Weekday,37.78
2018-09-11,676.8,11,Weekday,27.24
2018-09-11,632.64,12,Weekday,26.16
2018-09-11,655.68,13,Weekday,26.83
2018-09-11,710.4,14,Weekday,27.23
2018-09-11,687.36,15,Weekday,29.15
2018-09-11,697.92,16,Weekday,32.12
2018-09-11,647.04,17,Weekday,30.22
2018-09-11,584.64,18,Weekday,28.37
2018-09-11,442.56,19,Weekday,30.82
2018-09-11,361.92,20,Weekday,38.53
2018-09-11,299.52,21,Weekday,26.65
2018-09-11,270.72,22,Weekday,21.09
2018-09-11,227.52,23,Weekday,22.9
2018-09-13,184.32,0,Weekday,21.57
2018-09-13,179.52,1,Weekday,19.06
2018-09-13,166.08,2,Weekday,17.46
2018-09-13,165.12,3,Weekday,17.05
2018-09-13,169.92,4,Weekday,18.23
2018-09-13,169.92,5,Weekday,23.2
2018-09-13,168,6,Weekday,46.59
2018-09-13,202.56,7,Weekday,27.32
2018-09-13,320.64,8,Weekday,28.36
2018-09-13,480.96,9,Weekday,32.26
2018-09-13,603.84,10,Weekday,37.64
2018-09-13,652.8,11,Weekday,71.64
2018-09-13,684.48,12,Weekday,29.79
2018-09-13,656.64,13,Weekday,38.79
2018-09-13,702.72,14,Weekday,44.77
2018-09-13,696,15,Weekday,39.8
2018-09-13,717.12,16,Weekday,60.04
2018-09-13,687.36,17,Weekday,52.46
2018-09-13,629.76,18,Weekday,45.67
2018-09-13,511.68,19,Weekday,46.89
2018-09-13,399.36,20,Weekday,33.47
2018-09-13,330.24,21,Weekday,38.69
2018-09-13,255.36,22,Weekday,28.76
2018-09-13,207.36,23,Weekday,26.79
2018-09-14,190.08,0,Weekend,22.51
2018-09-14,182.4,1,Weekend,22.4
2018-09-14,176.64,2,Weekend,20.55
2018-09-14,170.88,3,Weekend,19.7
2018-09-14,168.96,4,Weekend,20.14
2018-09-14,164.16,5,Weekend,30.87
2018-09-14,168,6,Weekend,36.76
2018-09-14,201.6,7,Weekend,31.37
2018-09-14,328.32,8,Weekend,31.52
2018-09-14,488.64,9,Weekend,44.1
2018-09-14,626.88,10,Weekend,74.5
2018-09-14,640.32,11,Weekend,51.99
2018-09-14,678.72,12,Weekend,49.04
2018-09-14,648.96,13,Weekend,68.95
2018-09-14,687.36,14,Weekend,67.46
2018-09-14,670.08,15,Weekend,64.95
2018-09-14,651.84,16,Weekend,95.91
2018-09-14,650.88,17,Weekend,85.26
2018-09-14,582.72,18,Weekend,54.39
2018-09-14,454.08,19,Weekend,41.36
2018-09-14,341.76,20,Weekend,70.62
2018-09-14,274.56,21,Weekend,36.93
2018-09-14,249.6,22,Weekend,25.88
2018-09-14,206.4,23,Weekend,25.53
2018-09-15,192,0,Weekend,21.44
2018-09-15,179.52,1,Weekend,20.05
2018-09-15,178.56,2,Weekend,19.97
2018-09-15,168.96,3,Weekend,19.75
2018-09-15,164.16,4,Weekend,20.08
2018-09-15,165.12,5,Weekend,23.72
2018-09-15,167.04,6,Weekend,32.48
2018-09-15,172.8,7,Weekend,28.43
2018-09-15,186.24,8,Weekend,30.05
2018-09-15,206.4,9,Weekend,30.47
2018-09-15,241.92,10,Weekend,34.58
2018-09-15,276.48,11,Weekend,39.39
2018-09-15,306.24,12,Weekend,38.17
2018-09-15,288,13,Weekend,47.89
2018-09-15,273.6,14,Weekend,46.91
2018-09-15,275.52,15,Weekend,71.02
2018-09-15,251.52,16,Weekend,84.39
2018-09-15,234.24,17,Weekend,100.78
2018-09-15,216.96,18,Weekend,38.4
2018-09-15,215.04,19,Weekend,30.85
2018-09-15,202.56,20,Weekend,35.44
2018-09-15,196.8,21,Weekend,36.58
2018-09-15,187.2,22,Weekend,30.93
2018-09-15,175.68,23,Weekend,24.06
2018-09-16,165.12,0,Weekday,32.63
2018-09-16,163.2,1,Weekday,23.69
2018-09-16,159.36,2,Weekday,22.48
2018-09-16,164.16,3,Weekday,20.63
2018-09-16,164.16,4,Weekday,21.03
2018-09-16,159.36,5,Weekday,22.39
2018-09-16,167.04,6,Weekday,25.31
2018-09-16,166.08,7,Weekday,24.26
2018-09-16,168,8,Weekday,26.47
2018-09-16,168,9,Weekday,43.37
2018-09-16,173.76,10,Weekday,42.61
2018-09-16,183.36,11,Weekday,46.76
2018-09-16,180.48,12,Weekday,49.77
2018-09-16,191.04,13,Weekday,48.98
2018-09-16,214.08,14,Weekday,84.13
2018-09-16,216.96,15,Weekday,95.5
2018-09-16,231.36,16,Weekday,107.02
2018-09-16,226.56,17,Weekday,95.64
2018-09-16,207.36,18,Weekday,43.76
2018-09-16,211.2,19,Weekday,35.08
2018-09-16,197.76,20,Weekday,32.14
2018-09-16,193.92,21,Weekday,32.74
2018-09-16,180.48,22,Weekday,30.83
2018-09-16,185.28,23,Weekday,22.18
2018-09-17,183.36,0,Weekday,24.49
2018-09-17,177.6,1,Weekday,24.76
2018-09-17,162.24,2,Weekday,20.77
2018-09-17,151.68,3,Weekday,18.99
2018-09-17,152.64,4,Weekday,18.64
2018-09-17,147.84,5,Weekday,18.45
2018-09-17,159.36,6,Weekday,18.44
2018-09-17,202.56,7,Weekday,20.42
2018-09-17,324.48,8,Weekday,22.65
2018-09-17,492.48,9,Weekday,28.25
2018-09-17,702.72,10,Weekday,44.3
2018-09-17,696,11,Weekday,34.16
2018-09-17,663.36,12,Weekday,39.24
2018-09-17,632.64,13,Weekday,40.82
2018-09-17,720,14,Weekday,44.89
2018-09-17,749.76,15,Weekday,43.68
2018-09-17,747.84,16,Weekday,104.44
2018-09-17,715.2,17,Weekday,107.61
2018-09-17,647.04,18,Weekday,39.16
2018-09-17,474.24,19,Weekday,42.64
2018-09-17,378.24,20,Weekday,38.42
2018-09-17,312.96,21,Weekday,32.56
2018-09-17,258.24,22,Weekday,33.35
2018-09-17,221.76,23,Weekday,26.21
2018-09-18,186.24,0,Weekday,23.81
2018-09-18,178.56,1,Weekday,22
2018-09-18,177.6,2,Weekday,20
2018-09-18,175.68,3,Weekday,20.39
2018-09-18,167.04,4,Weekday,23.22
2018-09-18,169.92,5,Weekday,25.97
2018-09-18,173.76,6,Weekday,36.58
2018-09-18,206.4,7,Weekday,57.39
2018-09-18,313.92,8,Weekday,29.39
2018-09-18,486.72,9,Weekday,55.71
2018-09-18,634.56,10,Weekday,44.23
2018-09-18,650.88,11,Weekday,34.21
2018-09-18,659.52,12,Weekday,37.07
2018-09-18,661.44,13,Weekday,44.9
2018-09-18,704.64,14,Weekday,39.77
2018-09-18,694.08,15,Weekday,80.43
2018-09-18,716.16,16,Weekday,139.11
2018-09-18,658.56,17,Weekday,85.22
2018-09-18,596.16,18,Weekday,91.45
2018-09-18,461.76,19,Weekday,58.14
2018-09-18,361.92,20,Weekday,46.79
2018-09-18,318.72,21,Weekday,35.9
2018-09-18,256.32,22,Weekday,32.62
2018-09-18,218.88,23,Weekday,27.72
2018-09-19,199.68,0,Weekday,28.7
2018-09-19,201.6,1,Weekday,23.3
2018-09-19,174.72,2,Weekday,23.61
2018-09-19,169.92,3,Weekday,23.02
2018-09-19,170.88,4,Weekday,24.3
2018-09-19,169.92,5,Weekday,30.48
2018-09-19,171.84,6,Weekday,44.44
2018-09-19,222.72,7,Weekday,33.61
2018-09-19,336.96,8,Weekday,28.41
2018-09-19,451.2,9,Weekday,28.34
2018-09-19,608.64,10,Weekday,33.14
2018-09-19,644.16,11,Weekday,46.24
2018-09-19,620.16,12,Weekday,48.59
2018-09-19,638.4,13,Weekday,60.73
2018-09-19,710.4,14,Weekday,52.58
2018-09-19,688.32,15,Weekday,77.04
2018-09-19,669.12,16,Weekday,168.41
2018-09-19,651.84,17,Weekday,138.98
2018-09-19,572.16,18,Weekday,37.28
2018-09-19,450.24,19,Weekday,39.67
2018-09-19,360.96,20,Weekday,36.52
2018-09-19,313.92,21,Weekday,30.95
2018-09-19,267.84,22,Weekday,26.29
2018-09-19,229.44,23,Weekday,24.62
2018-09-20,174.72,0,Weekday,21.55
2018-09-20,170.88,1,Weekday,20.6
2018-09-20,169.92,2,Weekday,19.81
2018-09-20,166.08,3,Weekday,19.63
2018-09-20,163.2,4,Weekday,20.29
2018-09-20,164.16,5,Weekday,21.46
2018-09-20,164.16,6,Weekday,29.99
2018-09-20,199.68,7,Weekday,29.9
2018-09-20,301.44,8,Weekday,27.58
2018-09-20,423.36,9,Weekday,30.71
2018-09-20,551.04,10,Weekday,48.99
2018-09-20,575.04,11,Weekday,40.84
2018-09-20,571.2,12,Weekday,81.65
2018-09-20,560.64,13,Weekday,72.53
2018-09-20,622.08,14,Weekday,102.22
2018-09-20,570.24,15,Weekday,152.93
2018-09-20,575.04,16,Weekday,187.67
2018-09-20,549.12,17,Weekday,64.33
2018-09-20,493.44,18,Weekday,35.53
2018-09-20,387.84,19,Weekday,121.66
2018-09-20,321.6,20,Weekday,40.6
2018-09-20,286.08,21,Weekday,64.56
2018-09-20,258.24,22,Weekday,25.64
2018-09-20,225.6,23,Weekday,24.72
2018-09-21,187.2,0,Weekend,23.68
2018-09-21,183.36,1,Weekend,22.04
2018-09-21,177.6,2,Weekend,21.1
2018-09-21,172.8,3,Weekend,20.57
2018-09-21,166.08,4,Weekend,20.67
2018-09-21,168.96,5,Weekend,22.93
2018-09-21,168.96,6,Weekend,30.21
2018-09-21,207.36,7,Weekend,29.62
2018-09-21,302.4,8,Weekend,26.28
2018-09-21,456,9,Weekend,35.68
2018-09-21,512.64,10,Weekend,34.56
2018-09-21,555.84,11,Weekend,37.38
2018-09-21,578.88,12,Weekend,38.02
2018-09-21,542.4,13,Weekend,117.44
2018-09-21,565.44,14,Weekend,65.35
2018-09-21,522.24,15,Weekend,90.32
2018-09-21,499.2,16,Weekend,109.32
2018-09-21,419.52,17,Weekend,90.32
2018-09-21,331.2,18,Weekend,42.55
2018-09-21,276.48,19,Weekend,80.93
2018-09-21,241.92,20,Weekend,86.25
2018-09-21,215.04,21,Weekend,33.27
2018-09-21,190.08,22,Weekend,27.31
2018-09-21,170.88,23,Weekend,29.85
2018-09-22,166.08,0,Weekend,26.9
2018-09-22,156.48,1,Weekend,25.68
2018-09-22,155.52,2,Weekend,21.02
2018-09-22,143.04,3,Weekend,21.05
2018-09-22,143.04,4,Weekend,22.42
2018-09-22,146.88,5,Weekend,30.42
2018-09-22,146.88,6,Weekend,49.4
2018-09-22,144.96,7,Weekend,31.54
2018-09-22,156.48,8,Weekend,33.99
2018-09-22,157.44,9,Weekend,37.11
2018-09-22,185.28,10,Weekend,36.94
2018-09-22,206.4,11,Weekend,52.44
2018-09-22,200.64,12,Weekend,83.58
2018-09-22,197.76,13,Weekend,67.17
2018-09-22,209.28,14,Weekend,91.93
2018-09-22,192,15,Weekend,42.42
2018-09-22,197.76,16,Weekend,41.18
2018-09-22,195.84,17,Weekend,30.05
2018-09-22,182.4,18,Weekend,28.89
2018-09-22,165.12,19,Weekend,32.85
2018-09-22,168,20,Weekend,30.96
2018-09-22,156.48,21,Weekend,29.39
2018-09-22,0,22,Weekend,23.99
2018-09-22,146.88,23,Weekend,24.52
2018-09-23,130.56,0,Weekday,23.56
