Year,Month,Day,Hour,Demand,Tariff,Weekday
2017,7,28,10,127.9658188,30.29,1
2017,7,28,11,167.9302793,30.56,1
2017,7,28,12,227.1581748,54.4,1
2017,7,28,13,206.9620447,31.93,1
2017,7,28,14,179.8540611,42.29,1
2017,7,28,15,179.0574819,34,1
2017,7,28,16,182.4157075,35.03,1
2017,7,28,17,178.9943035,36.41,1
2017,7,28,18,174.0620276,28.77,1
2017,7,28,19,259.0942901,28.18,1
2017,7,28,20,418.637823,26.93,1
2017,7,28,21,614.699898,25.57,1
2017,7,28,22,774.8782564,22.11,1
2017,7,28,23,774.4107475,20.68,1
2017,7,29,0,757.5922948,21.22,0
2017,7,29,1,743.3703104,21.28,0
2017,7,29,2,737.1928582,20.53,0
2017,7,29,3,575.7736059,18.63,0
2017,7,29,4,400.1112439,19.419999,0
2017,7,29,5,251.8456948,19.06,0
2017,7,29,6,157.8044203,18.63,0
2017,7,29,7,119.2515081,16.300001,0
2017,7,29,8,116.3929942,19.860001,0
2017,7,29,9,115.8705868,21.37,0
2017,7,29,10,127.9658188,22.58,0
2017,7,29,11,167.9302793,22.4,0
2017,7,29,12,227.1581748,22.76,0
2017,7,29,13,206.9620447,23.22,0
2017,7,29,14,179.8540611,23.7,0
2017,7,29,15,179.0574819,24.81,0
2017,7,29,16,182.4157075,25.09,0
2017,7,29,17,178.9943035,27.73,0
2017,7,29,18,174.0620276,29.229999,0
2017,7,29,19,172.1292882,25.440001,0
2017,7,29,20,177.8745555,22.97,0
2017,7,29,21,203.5175462,22.670001,0
2017,7,29,22,248.9686907,19.66,0
2017,7,29,23,275.249982,16.89,0
2017,7,30,0,312.1652896,17.459999,0
2017,7,30,1,384.3543512,19.06,0
2017,7,30,2,429.7838818,18.190001,0
2017,7,30,3,341.3960497,14.89,0
2017,7,30,4,257.1228492,16.39,0
2017,7,30,5,169.7341039,16.23,0
2017,7,30,6,145.8403472,-8.280001,0
2017,7,30,7,131.1341312,0.370001,0
2017,7,30,8,128.4405382,-0.329999,0
2017,7,30,9,127.3868305,19.539999,0
2017,7,30,10,139.7591077,19.85,0
2017,7,30,11,183.8508153,22.23,0
2017,7,30,12,256.846451,27.159999,0
2017,7,30,13,227.7486164,33.1,0
2017,7,30,14,316.3587276,58.460001,0
2017,7,30,15,522.2282688,35.68,0
2017,7,30,16,701.458891,71.83,0
2017,7,30,17,919.5428885,70.57,0
2017,7,30,18,1125.171045,61.36,0
2017,7,30,19,1242.844169,37.629999,0
2017,7,30,20,1372.182521,35.750001,0
2017,7,30,21,1470.423963,28.61,0
2017,7,30,22,1524.549526,21.72,0
2017,7,30,23,1560.411795,19.81,0
2017,7,31,0,1509.43079,18.26,1
2017,7,31,1,1334.868643,18.6,1
2017,7,31,2,1220.770348,16.79,1
2017,7,31,3,979.870248,16.559999,1
2017,7,31,4,725.1099571,16.960001,1
2017,7,31,5,549.7223305,18.6,1
2017,7,31,6,431.9184825,19.239999,1
2017,7,31,7,333.2054722,20.94,1
2017,7,31,8,276.5507111,22.52,1
2017,7,31,9,233.1633455,24.42,1
2017,7,31,10,219.80174,30.66,1
2017,7,31,11,252.1419522,31.09,1
2017,7,31,12,337.5373888,27.52,1
2017,7,31,13,360.1940816,33.34,1
2017,7,31,14,418.9340165,39.52,1
2017,7,31,15,644.4503706,58.89,1
2017,7,31,16,813.3187747,96.78,1
2017,7,31,17,992.6106631,61.26,1
2017,7,31,18,1078.483595,45.7,1
2017,7,31,19,1191.627238,52.97,1
2017,7,31,20,1360.940941,45.46,1
2017,7,31,21,1492.07349,32.9,1
2017,7,31,22,1532.343408,26.86,1
2017,7,31,23,1554.641388,23.930001,1
2018,7,1,0,712.8049202,23.96,0
2018,7,1,1,705.9212205,22.8,0
2018,7,1,2,717.612599,20.79,0
2018,7,1,3,716.2526226,19.87,0
2018,7,1,4,557.7345631,19.33,0
2018,7,1,5,385.6182557,18.9,0
2018,7,1,6,243.3971669,17.82,0
2018,7,1,7,169.1036082,19.76,0
2018,7,1,8,124.2905688,23.84,0
2018,7,1,9,116.3929942,39.94,0
2018,7,1,10,115.8705868,42.09,0
2018,7,1,11,127.9658188,45.77,0
2018,7,1,12,167.9302793,35.78,0
2018,7,1,13,227.1581748,45.41,0
2018,7,1,14,206.9620447,48.06,0
2018,7,1,15,221.4169076,43.56,0
2018,7,1,16,282.4079114,53.45,0
2018,7,1,17,373.8486057,52.1,0
2018,7,1,18,459.374567,49.46,0
2018,7,1,19,557.3869086,44.55,0
2018,7,1,20,691.4631786,36.28,0
2018,7,1,21,773.1774754,35.53,0
2018,7,1,22,773.9089041,28.37,0
2018,7,1,23,820.7338695,27.72,0
2018,7,2,0,824.2354962,28.12,1
2018,7,2,1,824.8453968,21.92,1
2018,7,2,2,818.249584,21.23,1
2018,7,2,3,789.3646602,20.49,1
2018,7,2,4,604.2765595,20.39,1
2018,7,2,5,440.3952811,20.96,1
2018,7,2,6,261.3818698,23.53,1
2018,7,2,7,178.7034053,26.07,1
2018,7,2,8,119.2515081,34.18,1
2018,7,2,9,116.3929942,78.11,1
2018,7,2,10,115.8705868,41.33,1
2018,7,2,11,127.9658188,82.04,1
2018,7,2,12,167.9302793,83.48,1
2018,7,2,13,227.1581748,57.58,1
2018,7,2,14,206.9620447,50.23,1
2018,7,2,15,207.0418867,41.85,1
2018,7,2,16,301.5573464,44.76,1
2018,7,2,17,427.7332104,41.69,1
2018,7,2,18,541.6235974,78.2,1
2018,7,2,19,647.0702499,56.38,1
2018,7,2,20,762.3308966,41.93,1
2018,7,2,21,836.1959986,32.07,1
2018,7,2,22,945.4395917,30.79,1
2018,7,2,23,1059.215297,32.51,1
2018,7,3,0,977.3701729,29.05,1
2018,7,3,1,951.536593,23.39,1
2018,7,3,2,900.7691047,19.96,1
2018,7,3,3,864.1510613,20.02,1
2018,7,3,4,663.3424636,19.91,1
2018,7,3,5,474.2444067,22.09,1
2018,7,3,6,287.1126689,25.15,1
2018,7,3,7,174.9758891,28.5,1
2018,7,3,8,119.8607971,30.77,1
2018,7,3,9,116.7115885,44.15,1
2018,7,3,10,116.4938565,53.39,1
2018,7,3,11,128.9217137,60.24,1
2018,7,3,12,170.4095655,102.53,1
2018,7,3,13,232.0958259,68.63,1
2018,7,3,14,214.5307482,63.87,1
2018,7,3,15,190.3613081,44.28,1
2018,7,3,16,248.6283337,50.7,1
2018,7,3,17,312.3121804,49.15,1
2018,7,3,18,411.3222075,37.79,1
2018,7,3,19,513.6301646,49.5,1
2018,7,3,20,627.3590955,31.22,1
2018,7,3,21,756.8820434,40.39,1
2018,7,3,22,885.5873545,27.31,1
2018,7,3,23,1024.113451,26.45,1
2018,7,4,0,1020.021163,26.21,1
2018,7,4,1,997.8538313,26.31,1
2018,7,4,2,983.7244624,23.63,1
2018,7,4,3,903.1301339,21.52,1
2018,7,4,4,693.3092727,21.06,1
2018,7,4,5,484.3266302,20.82,1
2018,7,4,6,282.3069756,20.34,1
2018,7,4,7,205.2409263,22.23,1
2018,7,4,8,147.6278811,31.91,1
2018,7,4,9,116.7115885,35.59,1
2018,7,4,10,116.4938565,58.93,1
2018,7,4,11,128.9217137,72.28,1
2018,7,4,12,170.4095655,66.18,1
2018,7,4,13,232.0958259,43.44,1
2018,7,4,14,214.5307482,38.83,1
2018,7,4,15,198.2311321,38.33,1
2018,7,4,16,275.2463815,40.57,1
2018,7,4,17,374.186328,46.73,1
2018,7,4,18,525.8515589,37.84,1
2018,7,4,19,595.9546034,53.31,1
2018,7,4,20,715.3877707,41.95,1
2018,7,4,21,767.3753829,31.88,1
2018,7,4,22,845.2242619,28.73,1
2018,7,4,23,937.0746723,27.39,1
2018,7,5,0,952.0090277,22.41,1
2018,7,5,1,920.6471144,22.48,1
2018,7,5,2,892.2146225,20.58,1
2018,7,5,3,878.8422266,20.1,1
2018,7,5,4,660.5140547,20.2,1
2018,7,5,5,485.578915,22.15,1
2018,7,5,6,333.4481382,24.97,1
2018,7,5,7,203.1580657,27.13,1
2018,7,5,8,124.1748402,39.86,1
2018,7,5,9,116.3929942,99.62,1
2018,7,5,10,115.8705868,37.47,1
2018,7,5,11,127.9658188,47.43,1
2018,7,5,12,167.9302793,69.6,1
2018,7,5,13,227.1581748,69.31,1
2018,7,5,14,206.9620447,46.47,1
2018,7,5,15,209.8948028,64.27,1
2018,7,5,16,303.8593781,78.02,1
2018,7,5,17,410.4511611,62.2,1
2018,7,5,18,528.606755,36.58,1
2018,7,5,19,674.1727174,33.9,1
2018,7,5,20,769.7595407,55.03,1
2018,7,5,21,821.1336322,65.42,1
2018,7,5,22,918.4855457,29.26,1
2018,7,5,23,1058.569746,27.46,1
2018,7,6,0,1098.477977,29.2,1
2018,7,6,1,1048.751268,26.13,1
2018,7,6,2,987.0181684,23.82,1
2018,7,6,3,916.268072,24,1
2018,7,6,4,702.0657533,23.26,1
2018,7,6,5,498.5834463,25.68,1
2018,7,6,6,309.0144444,24.59,1
2018,7,6,7,211.4127187,25.16,1
2018,7,6,8,123.3047718,26.68,1
2018,7,6,9,116.3929942,32.49,1
2018,7,6,10,115.8705868,27.16,1
2018,7,6,11,127.9658188,28.14,1
2018,7,6,12,167.9302793,34.19,1
2018,7,6,13,227.1581748,32.44,1
2018,7,6,14,206.9620447,36.09,1
2018,7,6,15,182.5577452,42.63,1
2018,7,6,16,199.5797021,38.36,1
2018,7,6,17,296.1674078,35.79,1
2018,7,6,18,412.3629597,28.37,1
2018,7,6,19,535.4081448,24.66,1
2018,7,6,20,648.6481987,21.21,1
2018,7,6,21,746.0204359,22.05,1
2018,7,6,22,767.8233295,21.35,1
2018,7,6,23,900.4755927,18.79,1
2018,7,7,0,895.9002064,18.39,0
2018,7,7,1,876.7611217,18.24,0
2018,7,7,2,866.8182428,17.43,0
2018,7,7,3,835.7164906,16.69,0
2018,7,7,4,646.3766528,14.7,0
2018,7,7,5,455.1807597,6.88,0
2018,7,7,6,292.0739039,7.43,0
2018,7,7,7,192.2125276,11.13,0
2018,7,7,8,134.9754815,18.85,0
2018,7,7,9,116.3929942,18.9,0
2018,7,7,10,115.8705868,19.82,0
2018,7,7,11,127.9658188,23.92,0
2018,7,7,12,167.9302793,22.03,0
2018,7,7,13,227.1581748,25.36,0
2018,7,7,14,206.9620447,23.61,0
2018,7,7,15,179.8540611,25.82,0
2018,7,7,16,179.0574819,46.36,0
2018,7,7,17,238.8062582,35.01,0
2018,7,7,18,300.2777559,33.89,0
2018,7,7,19,419.5976904,25.43,0
2018,7,7,20,391.5239906,21.93,0
2018,7,7,21,470.543223,21.84,0
2018,7,7,22,665.9701212,19.56,0
2018,7,7,23,822.1249703,18.67,0
2018,7,8,0,865.032736,16.62,0
2018,7,8,1,853.860128,16.03,0
2018,7,8,2,833.919946,15.49,0
2018,7,8,3,800.6697517,8.66,0
2018,7,8,4,631.7501503,11,0
2018,7,8,5,426.4380813,9.75,0
2018,7,8,6,243.9266923,-10.99,0
2018,7,8,7,157.6106304,14.33,0
2018,7,8,8,119.2515081,16.35,0
2018,7,8,9,116.3929942,18.45,0
2018,7,8,10,115.8705868,20.2,0
2018,7,8,11,127.9658188,21.35,0
2018,7,8,12,167.9302793,24.63,0
2018,7,8,13,227.1581748,27.09,0
2018,7,8,14,206.9620447,26.47,0
2018,7,8,15,179.8540611,32.72,0
2018,7,8,16,188.8714619,42.02,0
2018,7,8,17,312.0600652,56.96,0
2018,7,8,18,417.498806,61.93,0
2018,7,8,19,527.2462022,49.03,0
2018,7,8,20,654.0501448,35.5,0
2018,7,8,21,715.1354705,27.83,0
2018,7,8,22,771.6636093,24.06,0
2018,7,8,23,948.1431224,21.4,0
2018,7,9,0,909.5293533,18.8,1
2018,7,9,1,914.6494502,17.96,1
2018,7,9,2,885.4711054,17.22,1
2018,7,9,3,831.9533786,16.03,1
2018,7,9,4,637.6023249,16.57,1
2018,7,9,5,440.5211098,17.52,1
2018,7,9,6,274.8706039,17.91,1
2018,7,9,7,167.6892108,19.05,1
2018,7,9,8,119.2515081,21.21,1
2018,7,9,9,116.3929942,25.24,1
2018,7,9,10,115.8705868,47.94,1
2018,7,9,11,127.9658188,24.35,1
2018,7,9,12,167.9302793,29.21,1
2018,7,9,13,227.1581748,37.11,1
2018,7,9,14,206.9620447,45.54,1
2018,7,9,15,196.5897219,69.17,1
2018,7,9,16,296.4070205,75.06,1
2018,7,9,17,420.7625483,89.49,1
2018,7,9,18,538.2121561,62.21,1
2018,7,9,19,712.5322236,36.59,1
2018,7,9,20,801.8170291,28.71,1
2018,7,9,21,862.6321219,29.38,1
2018,7,9,22,1025.846613,24.38,1
2018,7,9,23,1080.951094,24.86,1
2018,7,10,0,988.8644429,19.65,1
2018,7,10,1,938.0622417,19.11,1
2018,7,10,2,899.1553102,18.31,1
2018,7,10,3,845.3135873,17.15,1
2018,7,10,4,666.3354819,17.45,1
2018,7,10,5,475.8396967,18.7,1
2018,7,10,6,311.3969177,19.39,1
2018,7,10,7,168.7143623,20.97,1
2018,7,10,8,116.3247673,28.75,1
2018,7,10,9,114.8338104,34.74,1
2018,7,10,10,112.9476182,52.25,1
2018,7,10,11,123.2877659,34.13,1
2018,7,10,12,156.0335616,38.11,1
2018,7,10,13,203.857672,40.78,1
2018,7,10,14,170.8185189,52.84,1
2018,7,10,15,130.2908651,110.44,1
2018,7,10,16,132.0759481,44.7,1
2018,7,10,17,231.3718179,67.98,1
2018,7,10,18,346.3718547,53.66,1
2018,7,10,19,463.360478,40.78,1
2018,7,10,20,574.6881758,39.84,1
2018,7,10,21,702.4005782,37.24,1
2018,7,10,22,748.1606923,29.92,1
2018,7,10,23,801.3894058,26.35,1
2018,7,11,0,814.7415154,23.53,1
2018,7,11,1,757.5142916,22.66,1
2018,7,11,2,757.4819958,20.46,1
2018,7,11,3,753.8061201,19.77,1
2018,7,11,4,585.2316424,19.82,1
2018,7,11,5,421.9742523,21.03,1
2018,7,11,6,277.178517,24.17,1
2018,7,11,7,180.8894915,68.48,1
2018,7,11,8,116.3247673,26.96,1
2018,7,11,9,114.8338104,27.26,1
2018,7,11,10,112.9476182,31.44,1
2018,7,11,11,123.2877659,31.05,1
2018,7,11,12,156.0335616,34.47,1
2018,7,11,13,203.857672,32.35,1
2018,7,11,14,170.8185189,102.56,1
2018,7,11,15,130.2908651,55.66,1
2018,7,11,16,123.6804847,43.9,1
2018,7,11,17,125.7292226,49.2,1
2018,7,11,18,187.6941116,57.3,1
2018,7,11,19,325.3377516,30.25,1
2018,7,11,20,488.2226544,29.31,1
2018,7,11,21,609.7590225,30.92,1
2018,7,11,22,725.7980451,26.1,1
2018,7,11,23,852.4061691,24.87,1
2018,7,12,0,864.3255726,23.15,1
2018,7,12,1,840.1185631,21.09,1
2018,7,12,2,842.1127423,19.65,1
2018,7,12,3,842.5958715,18.93,1
2018,7,12,4,666.8782951,18.75,1
2018,7,12,5,529.4288236,19.57,1
2018,7,12,6,388.6956945,20.83,1
2018,7,12,7,314.7258654,24.12,1
2018,7,12,8,254.7010817,25.86,1
2018,7,12,9,228.0330322,29.12,1
2018,7,12,10,189.412758,33.69,1
2018,7,12,11,187.6110945,34.62,1
2018,7,12,12,210.2228458,35.6,1
2018,7,12,13,286.0846643,37.37,1
2018,7,12,14,294.6697798,41.02,1
2018,7,12,15,392.3754384,39.79,1
2018,7,12,16,568.9099184,39.05,1
2018,7,12,17,625.7930442,42.66,1
2018,7,12,18,781.0552319,35.37,1
2018,7,12,19,935.037399,34.1,1
2018,7,12,20,995.9582787,35.62,1
2018,7,12,21,1027.473362,32.81,1
2018,7,12,22,1099.072258,29.05,1
2018,7,12,23,1142.161006,25.03,1
2018,7,13,0,1192.510405,21.87,1
2018,7,13,1,1126.912959,20.84,1
2018,7,13,2,1052.725839,19.74,1
2018,7,13,3,998.5908103,18.89,1
2018,7,13,4,785.25671,18.64,1
2018,7,13,5,595.2202616,19.85,1
2018,7,13,6,411.6620519,21.07,1
2018,7,13,7,301.1480623,23.2,1
2018,7,13,8,236.0847413,25.42,1
2018,7,13,9,198.8161826,31.39,1
2018,7,13,10,163.1521217,42.54,1
2018,7,13,11,150.9757642,29.53,1
2018,7,13,12,156.0335616,37.42,1
2018,7,13,13,203.857672,34.72,1
2018,7,13,14,242.0464976,41.95,1
2018,7,13,15,315.3471065,50.88,1
2018,7,13,16,534.5361782,55.23,1
2018,7,13,17,597.7782783,59.36,1
2018,7,13,18,739.2192424,47.77,1
2018,7,13,19,881.7285143,33.18,1
2018,7,13,20,1054.452779,33.45,1
2018,7,13,21,1167.241775,31.53,1
2018,7,13,22,1244.536755,32.31,1
2018,7,13,23,1365.805507,26.52,1
2018,7,14,0,1244.900442,22.67,0
2018,7,14,1,1145.54614,21.52,0
2018,7,14,2,1088.545091,19.78,0
2018,7,14,3,985.8052542,19,0
2018,7,14,4,753.7619578,18.92,0
2018,7,14,5,581.4311459,18.97,0
2018,7,14,6,411.515373,18.55,0
2018,7,14,7,298.1271964,20.04,0
2018,7,14,8,234.4069778,20.94,0
2018,7,14,9,196.9561835,26.71,0
2018,7,14,10,150.9263009,27.72,0
2018,7,14,11,144.783003,38.96,0
2018,7,14,12,156.0335616,26.44,0
2018,7,14,13,203.857672,28.8,0
2018,7,14,14,233.2869172,35.39,0
2018,7,14,15,337.49884,37.1,0
2018,7,14,16,546.4529368,60.69,0
2018,7,14,17,654.2770792,67.1,0
2018,7,14,18,887.4358004,67.17,0
2018,7,14,19,969.6210071,42.56,0
2018,7,14,20,1083.033349,36.9,0
2018,7,14,21,932.632576,42.95,0
2018,7,14,22,1146.603744,31.46,0
2018,7,14,23,1278.28638,24.41,0
2018,7,15,0,1249.230179,25.27,0
2018,7,15,1,1138.178979,22.67,0
2018,7,15,2,1033.513059,21.15,0
2018,7,15,3,955.4734252,19.52,0
2018,7,15,4,767.5293668,18.85,0
2018,7,15,5,577.393679,18.24,0
2018,7,15,6,390.6646793,18.23,0
2018,7,15,7,292.7250515,18.42,0
2018,7,15,8,230.2773159,20.06,0
2018,7,15,9,196.6989731,24.07,0
2018,7,15,10,182.5745077,26.67,0
2018,7,15,11,167.4372082,28.8,0
2018,7,15,12,224.7013663,25.88,0
2018,7,15,13,261.774789,25.94,0
2018,7,15,14,241.2800671,28.53,0
2018,7,15,15,242.8403732,32,0
2018,7,15,16,324.2439359,45.67,0
2018,7,15,17,449.1123169,34.57,0
2018,7,15,18,609.555526,32.54,0
2018,7,15,19,687.5691706,38.7,0
2018,7,15,20,841.6917737,32.61,0
2018,7,15,21,927.6350687,36.77,0
2018,7,15,22,991.8128749,27.98,0
2018,7,15,23,1121.154058,25.16,0
2018,7,16,0,1074.24677,22.96,1
2018,7,16,1,983.9729483,22.21,1
2018,7,16,2,914.2673013,20.24,1
2018,7,16,3,835.7863036,19.77,1
2018,7,16,4,632.9626096,19.9,1
2018,7,16,5,449.4644478,22.13,1
2018,7,16,6,289.624641,23.58,1
2018,7,16,7,180.8557087,25.9,1
2018,7,16,8,116.3247673,29.06,1
2018,7,16,9,114.8338104,39.1,1
2018,7,16,10,112.9476182,42.29,1
2018,7,16,11,123.2877659,36.11,1
2018,7,16,12,156.0335616,60.96,1
2018,7,16,13,203.857672,42.52,1
2018,7,16,14,170.8185189,68.49,1
2018,7,16,15,130.2908651,44.16,1
2018,7,16,16,131.9469432,46.23,1
2018,7,16,17,235.9897703,41.59,1
2018,7,16,18,371.264897,42.82,1
2018,7,16,19,514.7598589,39.03,1
2018,7,16,20,614.8442041,34.58,1
2018,7,16,21,756.0516577,34.78,1
2018,7,16,22,887.6696119,33.29,1
2018,7,16,23,999.5280329,30.53,1
2018,7,17,0,955.2451697,24.6,1
2018,7,17,1,895.7270291,24.05,1
2018,7,17,2,840.1210576,22.33,1
2018,7,17,3,745.5565146,20.97,1
2018,7,17,4,549.0545256,21.27,1
2018,7,17,5,365.0600937,24.25,1
2018,7,17,6,181.4640832,25.04,1
2018,7,17,7,135.7389206,27.62,1
2018,7,17,8,119.8607971,29.61,1
2018,7,17,9,116.7115885,34.28,1
2018,7,17,10,116.4938565,46.91,1
2018,7,17,11,128.9217137,35.67,1
2018,7,17,12,170.4095655,44.82,1
2018,7,17,13,232.0958259,38.42,1
2018,7,17,14,214.5307482,31.86,1
2018,7,17,15,190.3613081,32.7,1
2018,7,17,16,190.9379354,49.7,1
2018,7,17,17,276.2641373,57.2,1
2018,7,17,18,424.1425091,55.68,1
2018,7,17,19,541.4765871,30.8,1
2018,7,17,20,686.5113006,29.48,1
2018,7,17,21,807.7180009,29.28,1
2018,7,17,22,996.6604798,24.08,1
2018,7,17,23,1123.501466,21.91,1
2018,7,18,0,1117.064094,21.35,1
2018,7,18,1,1032.335693,20.72,1
2018,7,18,2,957.9496831,19.1,1
2018,7,18,3,906.8086623,18.35,1
2018,7,18,4,696.0392801,18.37,1
2018,7,18,5,472.7782485,19.67,1
2018,7,18,6,295.4786512,20.48,1
2018,7,18,7,198.4217556,21.56,1
2018,7,18,8,119.8607971,22.09,1
2018,7,18,9,116.7115885,25.21,1
2018,7,18,10,116.4938565,27.56,1
2018,7,18,11,128.9217137,34.65,1
2018,7,18,12,170.4095655,26.67,1
2018,7,18,13,232.0958259,27.14,1
2018,7,18,14,214.5307482,31.14,1
2018,7,18,15,190.3613081,35.01,1
2018,7,18,16,329.9736697,42.41,1
2018,7,18,17,447.7014675,42.31,1
2018,7,18,18,598.7144707,37.96,1
2018,7,18,19,755.765466,45.73,1
2018,7,18,20,908.9622873,33.45,1
2018,7,18,21,1046.370409,33.38,1
2018,7,18,22,1186.391943,23.48,1
2018,7,18,23,1304.764278,22.19,1
2018,7,19,0,1242.729337,20.05,1
2018,7,19,1,1160.154388,19.46,1
2018,7,19,2,1056.097405,19.28,1
2018,7,19,3,957.2327321,18.6,1
2018,7,19,4,737.9619932,18.66,1
2018,7,19,5,527.0000589,21.14,1
2018,7,19,6,361.8399208,22.04,1
2018,7,19,7,263.3630907,23.28,1
2018,7,19,8,167.7886327,23.59,1
2018,7,19,9,131.184925,27.07,1
2018,7,19,10,115.8705868,28.28,1
2018,7,19,11,127.9658188,28.05,1
2018,7,19,12,167.9302793,30.34,1
2018,7,19,13,242.1154933,28.86,1
2018,7,19,14,259.8595417,44.02,1
2018,7,19,15,329.4787619,71.61,1
2018,7,19,16,500.4103703,32.97,1
2018,7,19,17,692.8255705,43.03,1
2018,7,19,18,897.5639586,36.45,1
2018,7,19,19,1059.368618,32.45,1
2018,7,19,20,1159.030875,39.45,1
2018,7,19,21,1328.885331,40.22,1
2018,7,19,22,1397.894933,33.03,1
2018,7,19,23,1499.930876,23.42,1
2018,7,20,0,1486.261195,20.66,1
2018,7,20,1,1402.034421,20.57,1
2018,7,20,2,1286.687474,19.18,1
2018,7,20,3,1219.921466,18.52,1
2018,7,20,4,1029.545679,18.86,1
2018,7,20,5,812.9138754,20.28,1
2018,7,20,6,641.7500334,23.1,1
2018,7,20,7,548.3154002,25.51,1
2018,7,20,8,455.7231002,27.77,1
2018,7,20,9,375.3204184,42.93,1
2018,7,20,10,339.5043124,25.91,1
2018,7,20,11,332.8700704,31.96,1
2018,7,20,12,359.4656534,27.04,1
2018,7,20,13,413.1922724,30.02,1
2018,7,20,14,405.4744153,32.58,1
2018,7,20,15,498.4942197,29.37,1
2018,7,20,16,632.9700641,29.45,1
2018,7,20,17,705.5107823,29.01,1
2018,7,20,18,870.3392824,26.9,1
2018,7,20,19,1012.691341,24.15,1
2018,7,20,20,1076.710355,24.7,1
2018,7,20,21,1180.791716,25.05,1
2018,7,20,22,1300.489308,22.3,1
2018,7,20,23,1341.218502,21.06,1
2018,7,21,0,1196.029475,21.88,0
2018,7,21,1,1027.141201,20.41,0
2018,7,21,2,948.8541916,19.46,0
2018,7,21,3,876.1600234,18.35,0
2018,7,21,4,659.5152972,18.31,0
2018,7,21,5,454.6820861,18.94,0
2018,7,21,6,269.2669646,18.69,0
2018,7,21,7,179.4036591,20.39,0
2018,7,21,8,119.2515081,21.63,0
2018,7,21,9,116.3929942,25.75,0
2018,7,21,10,115.8705868,22.98,0
2018,7,21,11,127.9658188,25.41,0
2018,7,21,12,167.9302793,24.36,0
2018,7,21,13,227.1581748,21.88,0
2018,7,21,14,206.9620447,21.98,0
2018,7,21,15,179.8540611,23.17,0
2018,7,21,16,240.7915318,22.95,0
2018,7,21,17,351.6659483,27.06,0
2018,7,21,18,509.7014039,31.04,0
2018,7,21,19,632.0596745,23.45,0
2018,7,21,20,785.369257,24.26,0
2018,7,21,21,858.4564666,23.18,0
2018,7,21,22,953.0412202,20.24,0
2018,7,21,23,1094.008062,18.84,0
2018,7,22,0,1062.558159,19.22,0
2018,7,22,1,993.2146536,19.54,0
2018,7,22,2,920.1188378,18.59,0
2018,7,22,3,853.5635675,18.25,0
2018,7,22,4,664.69929,17.93,0
2018,7,22,5,454.4970028,18.05,0
2018,7,22,6,263.7061521,18.09,0
2018,7,22,7,134.8179483,17.33,0
2018,7,22,8,119.2515081,18.62,0
2018,7,22,9,116.3929942,19.44,0
2018,7,22,10,115.8705868,19.83,0
2018,7,22,11,127.9658188,21.61,0
2018,7,22,12,167.9302793,26.2,0
2018,7,22,13,227.1581748,26.43,0
2018,7,22,14,206.9620447,27.25,0
2018,7,22,15,179.8540611,28.45,0
2018,7,22,16,203.3635237,37.78,0
2018,7,22,17,307.1256908,38.03,0
2018,7,22,18,430.9523683,36.93,0
2018,7,22,19,576.0137301,25.6,0
2018,7,22,20,720.3888274,33.66,0
2018,7,22,21,841.4559148,36.56,0
2018,7,22,22,978.4672531,22.97,0
2018,7,22,23,1125.613803,22.75,0
2018,7,23,0,1085.085148,19.84,1
2018,7,23,1,1024.858243,19.99,1
2018,7,23,2,948.6290741,19.37,1
2018,7,23,3,904.1011559,19.35,1
2018,7,23,4,703.1605716,19.62,1
2018,7,23,5,511.251853,20.56,1
2018,7,23,6,326.3955403,24.01,1
2018,7,23,7,215.6001289,22.55,1
2018,7,23,8,159.1261846,33.68,1
2018,7,23,9,123.7525381,58.8,1
2018,7,23,10,115.8705868,86.11,1
2018,7,23,11,127.9658188,34.94,1
2018,7,23,12,167.9302793,30.51,1
2018,7,23,13,227.1581748,40.85,1
2018,7,23,14,206.9620447,40.95,1
2018,7,23,15,218.5352036,93.73,1
2018,7,23,16,376.6095008,39.58,1
2018,7,23,17,502.8607872,35.58,1
2018,7,23,18,686.2613278,33.29,1
2018,7,23,19,850.7063064,33.25,1
2018,7,23,20,1032.752749,67.52,1
2018,7,23,21,1157.751204,31.58,1
2018,7,23,22,1312.330159,31.39,1
2018,7,23,23,1418.366617,25.29,1
2018,7,24,0,1339.518349,23.68,1
2018,7,24,1,1207.538917,22.8,1
2018,7,24,2,1165.634394,20.76,1
2018,7,24,3,1071.639691,19.68,1
2018,7,24,4,887.5690115,20.31,1
2018,7,24,5,660.861394,25.5,1
2018,7,24,6,487.4374561,25.29,1
2018,7,24,7,390.9187228,25.91,1
2018,7,24,8,297.0285076,29.96,1
2018,7,24,9,269.7853537,43.29,1
2018,7,24,10,231.4880009,35.12,1
2018,7,24,11,219.8170133,52.85,1
2018,7,24,12,220.3553587,36.49,1
2018,7,24,13,299.0461554,41.99,1
2018,7,24,14,296.6409449,40.25,1
2018,7,24,15,365.250624,34.53,1
2018,7,24,16,551.1517689,69.99,1
2018,7,24,17,657.5057484,40.17,1
2018,7,24,18,892.6574215,44.96,1
2018,7,24,19,1042.685633,38.81,1
2018,7,24,20,1134.644388,40.3,1
2018,7,24,21,1314.987323,45.08,1
2018,7,24,22,1477.004195,29.37,1
2018,7,24,23,1507.860511,26.24,1
2018,7,25,0,1474.699949,22.48,1
2018,7,25,1,1331.360981,21.78,1
2018,7,25,2,1281.212023,20.82,1
2018,7,25,3,1176.96624,20.03,1
